"68","1_fartarget",81.88,15.85,16.45,"F","X[[i]]"
"69","1_fartarget",93.32,13.9,20.35,"F","X[[i]]"
"70","1_fartarget",108.32,6.65,6.25,"F","X[[i]]"
"71","1_fartarget",101.32,11.75,20.45,"F","X[[i]]"
"72","1_fartarget",97.32,47.1,6.95,"F","X[[i]]"
"1","1_twoobject",130.76,9.85,19.05,"M","X[[i]]"
"2","1_twoobject",89.88,39.1,60,"M","X[[i]]"
"3","1_twoobject",81.88,6.6,29.8,"M","X[[i]]"
"4","1_twoobject",111.32,9.7,5.55,"F","X[[i]]"
"5","1_twoobject",99.32,42.05,37.45,"F","X[[i]]"
"6","1_twoobject",85.88,7.3,22.3,"F","X[[i]]"
"7","1_twoobject",109.32,59.25,60,"F","X[[i]]"
"8","1_twoobject",112.32,5.05,7.95,"F","X[[i]]"
"9","1_twoobject",89.88,23.65,18.4,"M","X[[i]]"
"10","1_twoobject",97.32,60,50.65,"M","X[[i]]"
"11","1_twoobject",113.32,44.6,60,"M","X[[i]]"
"12","1_twoobject",114.32,28.6,60,"M","X[[i]]"
"13","1_twoobject",109.32,20.2,10.25,"M","X[[i]]"
"14","1_twoobject",109.32,5.45,7.8,"F","X[[i]]"
"15","1_twoobject",103.32,7.05,6.6,"F","X[[i]]"
"16","1_twoobject",77.88,45.3,60,"F","X[[i]]"
"17","1_oneobject",119.32,35.5,26.9,"M","X[[i]]"
"18","1_oneobject",83.88,19.4,15.2,"M","X[[i]]"
"19","1_oneobject",96.32,11.55,38.05,"M","X[[i]]"
"20","1_oneobject",117.32,21.65,27.25,"M","X[[i]]"
"21","1_oneobject",75.88,6.2,7.65,"F","X[[i]]"
"22","1_oneobject",111.32,8.7,7.25,"F","X[[i]]"
"23","1_oneobject",89.88,12.35,8.4,"F","X[[i]]"
"24","1_oneobject",127.76,6.6,7.95,"F","X[[i]]"
"25","1_oneobject",84.88,32.65,28.2,"M","X[[i]]"
"26","1_oneobject",118.32,37.25,34.15,"M","X[[i]]"
"27","1_oneobject",123.76,27.1,15.35,"M","X[[i]]"
"28","1_oneobject",92.32,12.35,11.85,"M","X[[i]]"
"29","1_oneobject",111.32,6.9,14.8,"F","X[[i]]"
"30","1_oneobject",92.32,33.15,7.95,"F","X[[i]]"
"31","1_oneobject",75.88,17.3,12.5,"F","X[[i]]"
